transc,R (pearson correlation),R squared
YAR002C-A,0.6997488931910854,0.489648513522149
YAR002W,0.5196684104620841,0.2700552568321891
YAR003W,0.3669413399880555,0.13464594699222973
YAR007C,0.6017525453176245,0.3621061257962397
YAR008W,0.33571026468928,0.11270138181774644
YAR014C,0.46192585843276823,0.21337549868884984
YAR015W,0.7595739939241188,0.5769526522458374
YAR018C,0.6495736024795981,0.4219458650383229
YAR019C,0.38168106316293654,0.14568043397718955
YAR020C,,
YAR023C,-0.12546272681715562,0.01574089582039622
YAR027W,0.7353276269527492,0.5407067189599615
YAR028W,0.22591931080539998,0.05103953499478692
YAR029W,0.37550488340927196,0.14100391746421093
YAR031W,0.6639187823046431,0.44078814949688006
YAR033W,0.8230323335001638,0.6773822219867248
YAR035C-A,,
YAR035W,-0.009720006150074841,9.447851955749273e-05
YAR042W,0.6117580452391921,0.3742479059148774
YAR050W,,
YAR064W,,
YAR066W,,
YAR068W,-0.12855473063021527,0.01652631876740721
YAR071W,0.9027329669810163,0.8149268096743487
YBL001C,0.48253178524097134,0.2328369237678389
YBL002W,0.9151480955371109,0.837496036765201
YBL003C,0.8774465204096905,0.7699123961790735
YBL004W,0.6085142978229253,0.37028965065492786
YBL005W,0.4683909964683447,0.2193901255726089
YBL006C,0.7209370184737478,0.519750184605817
YBL007C,0.633046201028586,0.40074749263672493
YBL008W,0.4775850850149448,0.22808751342873204
YBL008W-A,,
YBL009W,0.16888894305073687,0.028523475084795042
YBL010C,0.5128028242748197,0.26296673658423164
YBL011W,0.596421488791051,0.3557185922917337
YBL013W,0.5679086104066432,0.32252018977400443
YBL014C,-0.027565737056934568,0.0007598698594920557
YBL015W,0.38734173039405695,0.1500336161046623
YBL016W,0.227538092309868,0.05177358345201401
YBL017C,0.5623330983673391,0.3162185135194115
YBL018C,0.6649485817261388,0.4421566163396035
YBL019W,0.1931427604207613,0.0373041259029516
YBL020W,0.32155947413469904,0.10340049540578418
YBL021C,0.31175103817732536,0.09718870980464017
YBL022C,0.5688717873103234,0.3236151103976418
YBL023C,0.39610552237784447,0.15689958485822506
YBL024W,0.570565005634388,0.32554442565456915
YBL025W,0.4932237876950391,0.243269704748241
YBL026W,0.7210979607230862,0.5199822689589936
YBL027W,0.9706931135329846,0.9422451206603597
YBL028C,0.8522735016467808,0.7263701216092654
YBL029C-A,0.8598948766090921,0.7394191988185658
YBL029W,0.7281543313816714,0.5302087303098889
YBL030C,0.7727093323475144,0.5970797122969415
YBL031W,0.5692016292286286,0.3239904947165252
YBL032W,0.6120865154201526,0.37464990235918466
YBL033C,0.4849474176144577,0.23517399785093124
YBL034C,0.3648628055362685,0.13312486686379688
YBL035C,0.5577919360041746,0.3111318438712853
YBL036C,0.7326598729586647,0.5367904894438068
YBL037W,0.40039272951018795,0.16031433784461854
YBL038W,0.573227802145316,0.32859011315234954
YBL039C,0.5401387332560178,0.29174985116341556
YBL039W-B,0.3936507441121315,0.15496090834003484
YBL040C,0.6097745657175693,0.3718250209960502
YBL041W,0.6872483359294558,0.4723102752378061
YBL042C,0.3068711890089941,0.0941699266437938
YBL043W,0.0074904650336151506,5.610706641981122e-05
YBL044W,,
YBL045C,0.6425532251867466,0.4128746471978899
YBL046W,0.620400482759048,0.38489675900765985
YBL047C,0.48456986817120024,0.23480795713945438
YBL049W,-0.15744985360838473,0.024790456401301782
YBL050W,0.755048252899608,0.5700978642067503
YBL051C,0.231008625279117,0.053364984953347495
YBL052C,0.2571011266289585,0.06610098931387975
YBL054W,0.4811539116839457,0.23150908672876225
YBL055C,0.2898165850775595,0.08399365298601827
YBL056W,0.757208546299338,0.5733647825887567
YBL057C,0.7825455067013262,0.6123774700584353
YBL058W,0.7545837132288129,0.5693965802701834
YBL059C-A,0.9054151377350174,0.8197765716397205
YBL059W,0.7189686535866405,0.5169159248401867
YBL060W,0.4631106032927004,0.2144714308821289
YBL061C,0.41215465003432933,0.16987145554492047
YBL063W,0.15392012324336346,0.023691404339252195
YBL064C,0.623511787909264,0.38876694966180697
YBL066C,0.17062288537049175,0.029112169012151967
YBL067C,0.49317138979967334,0.24321801971694135
YBL068W,0.6582854853640201,0.4333397802409435
YBL069W,0.5229161242064859,0.273441272955133
YBL071C-B,,
YBL071W-A,0.534931300381607,0.28615149612795704
YBL072C,0.9727144812345035,0.9461734620033093
YBL074C,0.6096985421737069,0.37173231232874343
YBL075C,-0.053011138520439295,0.002810180807233203
YBL076C,0.5880917280457537,0.34585188059584077
YBL078C,0.7674575728068879,0.5889911260586396
YBL079W,0.39429754736271755,0.1554705558562545
YBL080C,0.6662361668574239,0.4438706300288732
YBL081W,0.9134212741417861,0.834338424054804
YBL082C,0.2822698366231053,0.07967626066723454
YBL084C,0.8234528393577848,0.6780745786463978
YBL085W,0.5767207156618085,0.33260678387346854
YBL086C,0.7891427206321957,0.6227462335267837
YBL087C,0.892842970847055,0.7971685705909951
YBL088C,0.007785883965186313,6.0619989119345345e-05
YBL089W,0.7127525492584932,0.5080161964744807
YBL090W,0.8222483081038721,0.6760922801796801
YBL091C,0.7155931055891683,0.5120734927667506
YBL091C-A,0.2254419195863657,0.05082405910678538
YBL092W,0.8894384640857979,0.7911007813953032
YBL093C,0.810283020404432,0.6565585731557292
YBL095W,0.5872490798053676,0.34486148173225095
YBL097W,0.5899627306963134,0.34805602361065086
YBL098W,0.4775464341018379,0.228050596723381
YBL099W,0.761115734235213,0.5792971609004073
YBL100W-C,,
YBL101C,0.47535144975449134,0.2259590007836967
YBL102W,0.5890894356908318,0.3470263632425427
YBL103C,0.7525692439298957,0.5663604669092148
YBL104C,0.5546188425768469,0.3076020605412813
YBL105C,0.40828374344390556,0.16669561516056888
YBL106C,0.11436354355224862,0.013079020093827066
YBL107C,0.9369932052085875,0.8779562666070623
YBL108C-A,,
YBL111C,,
YBL112C,,
YBL113C,,
YBR001C,0.34251797932687483,0.11731856616216546
YBR002C,0.7698423768048132,0.5926572851244839
YBR003W,0.48089853300672675,0.23126339904802184
YBR004C,0.6949448417557804,0.4829483330829667
YBR005W,0.8655132290724298,0.7491131496993843
YBR006W,0.310212977054737,0.09623209113316278
YBR007C,0.3742082093389743,0.14003178393668161
YBR008C,0.09344297632604275,0.008731589824669385
YBR009C,0.9771027931466945,0.954729868375072
YBR010W,0.9388827332835941,0.8815007868580724
YBR011C,0.8198230129101268,0.672109772497038
YBR013C,0.8112667606330116,0.6581537569079802
YBR014C,0.6885599052822666,0.474114743162324
YBR015C,0.43561294411353424,0.1897586370792611
YBR016W,0.7857327724667286,0.6173759897282518
YBR017C,0.7473040734270678,0.5584633781606884
YBR018C,0.5053969096865489,0.2554260363207137
YBR019C,0.5859292514662308,0.3433130877237775
YBR020W,,
YBR021W,0.44528478468001154,0.19827853946752425
YBR022W,0.8024291572156959,0.643892552349892
YBR023C,0.41745701476516267,0.17427035917664124
YBR024W,0.5156582733311015,0.265903454854813
YBR025C,0.8352822329509737,0.6976964086835648
YBR026C,0.6357950015471879,0.4042352839923887
YBR028C,0.4075163596723756,0.166069583400625
YBR029C,0.47099736576789986,0.22183851856030085
YBR030W,0.4704407576021224,0.2213145064132589
YBR031W,0.9899160270796162,0.9799337406690914
YBR033W,0.017600605236440334,0.0003097813046890109
YBR034C,0.7261147157142553,0.5272425803767938
YBR035C,0.7686250015847268,0.5907843930611213
YBR036C,0.607787341921768,0.3694054530003281
YBR037C,0.6853113611869244,0.4696516617718751
YBR038W,0.38191799959371114,0.14586135841366193
YBR039W,0.7831675319688384,0.6133513831301615
YBR040W,-0.05990405938191333,0.0035884963304317983
YBR041W,0.6089300284028478,0.37079577949069303
YBR042C,0.5185857075916374,0.2689311361183192
YBR043C,0.31880666003716873,0.10163768648405488
YBR044C,0.3729662167304015,0.13910379882218882
YBR045C,0.22421511746461878,0.050272418899672794
YBR046C,0.39841675855019976,0.15873591349364818
YBR047W,0.34370699663842497,0.11813449953820628
YBR048W,0.9164289727451101,0.8398420620866578
YBR049C,0.6023700215630153,0.36284964287782756
YBR050C,-0.10572080115688763,0.011176887797254172
YBR052C,0.4050201243928609,0.1640413011632085
YBR053C,0.5076762601795194,0.25773518514986304
YBR054W,0.6433882887576432,0.41394849011048845
YBR055C,0.42627871821327024,0.18171354560154865
YBR056W,0.6950750804641807,0.4831293674822872
YBR056W-A,0.797790022974218,0.6364689207572033
YBR057C,0.8068912802915773,0.6510735382105808
YBR058C,0.382712076657865,0.14646853361977552
YBR058C-A,0.6900980132545861,0.47623526789792686
YBR059C,0.5491586100876107,0.3015751790333564
YBR060C,0.20054950822747825,0.04022010525028336
YBR061C,0.6364361644944152,0.4050509914763623
YBR062C,0.4352558084675375,0.18944761880472966
YBR063C,-0.027338416054499083,0.0007473889923688932
YBR065C,0.37252038535180065,0.13877143750265405
YBR066C,0.9570239094316008,0.9158947632237447
YBR067C,0.9354262404371648,0.8750222512984085
YBR068C,0.5771972687700948,0.33315668707565704
YBR069C,0.49211844652805575,0.24218056541318686
YBR070C,0.45656942731532113,0.20845564195904032
YBR071W,0.890640534065528,0.793240560920529
YBR072C-A,-0.21804511278195546,0.047543671208095675
YBR072W,0.6140266528267758,0.3770287303816539
YBR073W,0.19867184879868172,0.03947050350508625
YBR074W,0.6992366265452288,0.4889318599023517
YBR076W,0.29964670471514326,0.08978814764664426
YBR077C,0.8763655458652178,0.7680165699796411
YBR078W,0.5108269252255132,0.26094414753535206
YBR079C,0.6741239097175986,0.454443045652941
YBR080C,0.6567396732010898,0.4313069983562743
YBR081C,0.6765285421342047,0.4576908683222323
YBR082C,0.682720350495884,0.46610707698122267
YBR083W,0.12122491164080416,0.014695479202320777
YBR084C-A,0.9776122049899276,0.9557256233452682
YBR084W,0.7393030771706647,0.5465690399140137
YBR085C-A,0.8973235888009837,0.8051896230186769
YBR085W,0.47443266716798194,0.22508635567612512
YBR086C,0.7088305411726079,0.5024407360990522
YBR087W,0.6723248060319721,0.4520206448059289
YBR088C,0.7700392858375853,0.5929605017332584
YBR089C-A,0.9268194017965226,0.8589942035464639
YBR090C,0.9990259301383008,0.998052809088697
YBR091C,0.8198306290949666,0.6721222604022488
YBR092C,0.890063364268684,0.7922127924132881
YBR093C,0.9220881450445106,0.8502465472316265
YBR094W,0.4819301353377672,0.2322566553466786
YBR095C,0.2538563878900515,0.06444306567258429
YBR096W,0.7218835219529034,0.5211158192671279
YBR097W,0.3450902309234615,0.119087267478808
YBR098W,0.6130427540455633,0.375821418287769
YBR101C,0.7587427688789437,0.5756905893260861
YBR102C,0.3934635335822386,0.1548135522590214
YBR103W,0.4722595815800835,0.22302911239419557
YBR104W,0.18877416509929687,0.03563568540893659
YBR105C,0.4917925220995939,0.24185988479307954
YBR106W,0.7349387588889214,0.5401349793171881
YBR107C,0.5502972075563085,0.30282701664427086
YBR108W,0.08470388152842205,0.007174747545980958
YBR109C,0.8469336434888047,0.7172965964732217
YBR110W,0.6361476234493658,0.4046837988202761
YBR111C,0.6346086607209372,0.40272815226202163
YBR111W-A,0.8764419170059221,0.7681504338850157
YBR112C,0.4895898360867197,0.23969820759942106
YBR114W,0.3445315132379072,0.11870196361400223
YBR115C,0.7707701009330954,0.594086548492414
YBR117C,-0.04157554987527531,0.0017285263474315046
YBR118W,0.9874918010428624,0.9751400571268761
YBR119W,0.5747469471349683,0.3303340532409661
YBR120C,0.8860222888062385,0.7850354962614454
YBR121C,0.7183633393583542,0.516045887334086
YBR122C,0.7128281276673111,0.5081239395936843
YBR123C,0.37460736939228106,0.1403306812030049
YBR125C,0.5326479730272764,0.2837138631700662
YBR126C,0.6294905070298028,0.3962582984406382
YBR126W-A,0.6251356470593121,0.39079457722426486
YBR127C,0.7530241489249373,0.5670453688641262
YBR128C,0.8144116070889575,0.6632662657612186
YBR129C,0.5491482648914768,0.3015638168333196
YBR130C,0.4861600120383581,0.23635155730513652
YBR131W,0.5872039738198159,0.3448085068697831
YBR132C,0.3795262845215881,0.14404020064276143
YBR133C,0.7046406858301113,0.4965184961271296
YBR135W,0.8218854710961904,0.6754957275990068
YBR136W,0.11972900301188975,0.014335034162221106
YBR137W,0.7008035012256411,0.4911255473301171
YBR138C,0.596990527061818,0.35639768940154726
YBR139W,0.7774224492085744,0.6043856645334584
YBR140C,0.40246918409161525,0.16198144414337048
YBR141C,0.4301252353393185,0.18500771807570413
YBR142W,0.4601580322468757,0.2117454146413167
YBR143C,0.7875563526504031,0.6202450086000062
YBR145W,0.2497421563974352,0.062371144682040976
YBR146W,0.8444201331260824,0.7130453612286708
YBR147W,0.6621125733794043,0.4383930598270971
YBR148W,0.40284978848154407,0.1622879520796248
YBR149W,0.6520478084032663,0.42516634444350265
YBR150C,0.1484809079056807,0.02204658001249523
YBR151W,0.5195149727449488,0.2698958069061849
YBR152W,0.4020809371752629,0.1616690800397377
YBR153W,0.5294384097365024,0.28030502970431653
YBR154C,0.6374381452951643,0.406327389077339
YBR155W,0.635099334345594,0.40335116448621655
YBR156C,0.15571830078132604,0.024248189198223524
YBR157C,0.13587235001959339,0.0184612954998469
YBR158W,0.707788870239846,0.5009650848353976
YBR159W,0.5928778109972151,0.35150409877284955
YBR160W,0.7787499084311132,0.6064514198814672
YBR161W,0.7027392219682257,0.4938424140925072
YBR162C,0.7855515703154885,0.6170912696251298
YBR162W-A,0.5852473640944771,0.3425144771795334
YBR163W,0.5268209532701824,0.2775403168045037
YBR164C,0.8121591170136336,0.659602431348365
YBR165W,0.8529016826796937,0.7274412803178529
YBR166C,0.42029730599310755,0.17664982542506388
YBR167C,0.7493679131783852,0.561552269301328
YBR168W,0.5737387524728285,0.3291761560890775
YBR169C,0.5004446826909287,0.2504448804336243
YBR170C,0.7718455220702504,0.5957455099398974
YBR171W,0.48613647336620985,0.23632867073693567
YBR172C,0.5937622101465083,0.35255356219806633
YBR173C,0.528565010395124,0.2793809702139976
YBR175W,0.3863714902463296,0.14928292847516958
YBR176W,0.5557312928473491,0.3088372698497861
YBR177C,0.7057850338767712,0.49813251404443504
YBR179C,0.4633775955927272,0.21471879609729702
YBR180W,-0.04760534743031805,0.0022662691039612897
YBR181C,0.9827856108173745,0.9658675568296798
YBR182C,0.5930549993895522,0.35171423230094173
YBR182C-A,0.05464229705234722,0.002985780627156954
YBR183W,0.6690603778445436,0.4476417892014835
YBR184W,0.2754104093875585,0.07585089359902257
YBR185C,0.8693176516350005,0.7557131794441921
YBR186W,-0.005312126715359627,2.821869024003746e-05
YBR187W,0.7946098954691422,0.631404885977481
YBR188C,0.6946815834656602,0.48258250240635703
YBR189W,0.9280212738040158,0.861223484632828
YBR191W,0.8497674151792608,0.7221046599004421
YBR192W,0.4468459956664269,0.1996713438431204
YBR193C,0.5662600163347834,0.32065040609946915
YBR194W,0.5799292405892504,0.3363179240904247
YBR195C,0.5918520686914246,0.3502888712143188
YBR196C,0.7877788413885656,0.6205955029395107
YBR196C-A,,
YBR196C-B,,
YBR197C,0.2868594927890115,0.08228836860316895
YBR198C,0.45483720604591127,0.20687688400365073
YBR199W,0.7282102304953545,0.5302901397980974
YBR200W,0.45128701490281364,0.20365996981989234
YBR200W-A,,
YBR201C-A,0.7560405576752456,0.5715973248498963
YBR201W,0.7458431718875335,0.5562820370512568
YBR202W,0.6495624593338438,0.4219313885758315
YBR203W,0.6472093228221409,0.4188799075478942
YBR204C,0.5719186732193339,0.3270909687769632
YBR205W,0.6130625511616745,0.37584569163686077
YBR207W,0.8161326651030532,0.6660725270482123
YBR208C,0.19610545577705682,0.03845734978552719
YBR210W,0.744182636971696,0.553807797170147
YBR211C,0.5136943121320118,0.26388184631678074
YBR212W,0.5645191966810184,0.3186819234213823
YBR213W,0.6880741865711747,0.4734460862255837
YBR214W,0.6969120745928051,0.4856864397132476
YBR215W,0.21681481893072282,0.047008665707962125
YBR216C,0.5052032159898591,0.2552302894464962
YBR217W,-0.2912969023350241,0.08485388530998056
YBR218C,0.8274254471287344,0.6846328705561862
YBR219C,,
YBR220C,0.5619723816547968,0.3158129577427646
YBR221C,0.8044013668755225,0.647061559031209
YBR221W-A,,
YBR222C,0.5270022361249748,0.27773135688072365
YBR223C,0.14823294949742488,0.021973007316706115
YBR225W,0.02008634811745842,0.00040346138069572536
YBR227C,0.5459095672394546,0.2980172556035686
YBR228W,0.8234142485847149,0.6780110247723307
YBR229C,0.34492007608153347,0.11896985888409084
YBR230C,0.7588794246976055,0.5758979812293686
YBR230W-A,0.8006157107645734,0.640985516323063
YBR231C,0.33661789314903,0.11331160598809178
YBR233W,0.3624981027999893,0.1314048745335916
YBR233W-A,0.7472055854211876,0.5583161868846197
YBR234C,0.7053587885069782,0.497531020524032
YBR235W,0.2194900688312171,0.048175890315532426
YBR236C,0.419402854920703,0.17589875471563626
YBR237W,0.41582599559629024,0.17291125861364598
YBR238C,0.6728002306340515,0.45266015034123286
YBR239C,0.21887175519024998,0.04790484522006072
YBR240C,0.19704196331710036,0.038825535307857525
YBR241C,0.20619009100126806,0.0425143536271112
YBR242W,0.40608508105938124,0.16490509305900422
YBR243C,0.47305873664793247,0.22378456831893792
YBR244W,0.5309853513829577,0.28194544338328303
YBR245C,0.589874299331405,0.34795168901171597
YBR246W,0.7129041866282592,0.5082323793120997
YBR247C,0.45782963419106565,0.20960797394352498
YBR248C,0.5439176830370989,0.29584644592044596
YBR249C,0.8571720880205701,0.734743988481544
YBR250W,0.49141407490194117,0.24148779301173065
YBR251W,0.8805483487967631,0.775365394568706
YBR252W,0.6921148527488267,0.47902296939553
YBR253W,0.7679586527258906,0.589760492296565
YBR254C,0.9353076732614276,0.8748004436617054
YBR255C-A,0.711077219200499,0.5056308116659146
YBR255W,0.3072929727454404,0.09442897109872996
YBR256C,0.5098662987260479,0.25996364257659954
YBR257W,0.8306357010885422,0.6899556679228541
YBR258C,0.21760191631176712,0.0473505939825533
YBR259W,0.21294496775527144,0.04534555929229359
YBR260C,0.3275487005005264,0.10728815119958356
YBR261C,0.6514530144700356,0.4243910300620964
YBR262C,0.9476224837027207,0.8979883716189132
YBR263W,0.6350977191929921,0.4033491129241406
YBR264C,0.6644794272007132,0.4415329091729879
YBR265W,0.6409426552575206,0.41080748732856087
YBR267W,0.5257064316857296,0.2763672523157427
YBR268W,0.5354429488691266,0.2866991514936661
YBR269C,0.8431757835034678,0.7109454018866868
YBR270C,0.1254716334674564,0.015743130804991727
YBR271W,0.6385277069450074,0.4077176325364492
YBR272C,0.37142465168412553,0.13795627187867399
YBR273C,0.5925080982811864,0.3510658465287881
YBR274W,0.47582328124490697,0.22640779497466984
YBR275C,0.3441467228742597,0.11843696686509249
YBR276C,0.5430757680279692,0.2949312898191686
YBR278W,0.6917946681204321,0.4785798628398588
YBR279W,0.683940504250771,0.4677746133547989
YBR280C,0.2735711685698805,0.07484118427268997
YBR281C,0.5141182975771783,0.26431762390365604
YBR282W,0.7104183445817368,0.5046942243182553
YBR283C,0.7757244428138138,0.6017484111788018
YBR284W,0.08471972796381239,0.007177432306262374
YBR285W,0.42682718015718557,0.18218144172093453
YBR286W,0.8141513315056306,0.6628423905923911
YBR287W,0.7427378414947677,0.5516595011883068
YBR288C,0.6813916390419699,0.4642945657563021
YBR289W,0.43433337821429446,0.18864548343104137
YBR290W,0.6816700123761689,0.4646740057729262
YBR291C,0.18411405311284454,0.03389798455363934
YBR293W,0.11588075306271603,0.01342834893038217
YBR294W,0.26248668686114335,0.06889926077933993
YBR295W,0.14898851039047514,0.02219757622837272
YBR296C,0.503820255839061,0.25383485019373686
YBR296C-A,,
YBR297W,0.3367554904598755,0.1134042603548713
YBR298C,0.002206248412962351,4.867532059698893e-06
YBR298C-A,,
YBR299W,,
YBR301W,,
YBR302C,,
YCL001W,0.646270352017642,0.417665367897007
YCL001W-A,-0.06697459584295606,0.004485596488327308
YCL001W-B,,
YCL002C,0.6597927075459237,0.4353264169307808
YCL004W,0.5375254033272244,0.2889335592220953
YCL005W,0.5752393654888802,0.3309003276080495
YCL005W-A,0.5856602313106015,0.34299790653878726
YCL008C,0.37580708840950855,0.14123096769883217
YCL009C,0.7469399123987776,0.5579192327342934
YCL010C,0.6277014175758587,0.3940090696267426
YCL011C,0.692253512221693,0.4792149251832696
YCL012C,0.684719951146652,0.46884141149827346
YCL014W,0.29526304799082354,0.08718026750883136
YCL016C,0.40007861675455453,0.16006289958423772
YCL017C,0.7466172887418278,0.5574373758481977
YCL018W,0.7379992720635011,0.5446429255662576
YCL021W-A,-0.02937117577125353,0.0008626659661858703
YCL024W,0.19099829217907247,0.03648034761532233
YCL025C,0.43354192378604267,0.18795859968010284
YCL026C-A,0.05618446433539139,0.0031566940326548673
YCL026C-B,0.16211753441533966,0.02628209496490884
YCL027W,,
YCL028W,0.4334787555540013,0.1879038315166456
YCL029C,0.4059013220222761,0.16475588321943146
YCL030C,0.5409904908944579,0.2926707112382266
YCL031C,0.8345427139954038,0.6964615414828144
YCL032W,0.23255496494536446,0.05408181172073969
YCL033C,0.720695746419224,0.5194023589067623
YCL034W,0.7514307058950783,0.5646481057619757
YCL035C,0.8613798694217163,0.741975279444973
YCL036W,0.2704513731228242,0.07314394522402107
YCL037C,0.7057979656127248,0.49815076826306104
YCL038C,0.1278499634783684,0.016345613161420136
YCL039W,0.25493216477040476,0.0649904086345248
YCL040W,0.7504540443202512,0.5631812726366215
YCL042W,0.9958376916561127,0.9916927081229749
YCL043C,0.6565814888846329,0.43109925154596124
YCL044C,0.24068294837823936,0.05792828164004223
YCL045C,0.6033178979457539,0.36399248598168304
YCL047C,0.7312548399249512,0.534733640913666
YCL048W,-0.05072540002459679,0.0025730662076553635
YCL048W-A,0.9215558097728378,0.8492651105260708
YCL049C,0.6816936282329219,0.4647062027733651
YCL050C,0.7101524945062911,0.5043165654535079
YCL051W,0.5656548746987872,0.3199654372705006
YCL052C,0.48561840422598307,0.23582523452299028
YCL054W,0.49013494826666426,0.24023226751236565
YCL054W-A,,
YCL055W,0.6276239316353542,0.3939117995614198
YCL056C,0.724205130003479,0.5244730703233559
YCL057C-A,0.6956342529656561,0.48390701389908636
YCL057W,0.4358512410874763,0.1899663043574934
YCL058C,,
YCL058W-A,0.3974727208961074,0.1579845638565549
YCL059C,0.7268063778665331,0.5282475109074697
YCL061C,0.2995086783529371,0.08970544840872313
YCL063W,0.5982283750117232,0.35787718866916696
YCL064C,0.9028097536881721,0.8150654513544979
YCL066W,,
YCL067C,,
YCL068C,,
YCL069W,,
YCL073C,,
YCR002C,0.6544260369206247,0.4282734377996349
YCR003W,0.9100789675940297,0.828243727257015
YCR004C,0.8431403270148944,0.710885611038783
YCR005C,0.9759247901885868,0.9524291961046372
YCR007C,0.704505686783378,0.4963282627101191
YCR008W,0.9141982668048634,0.8357584710290161
YCR009C,0.5569583243367148,0.31020257504796117
YCR010C,0.19687670413414265,0.03876043663072274
YCR011C,0.691570769336966,0.4782701290013231
YCR012W,0.8846864464092098,0.7826701084601556
YCR014C,,
YCR015C,0.669452084823702,0.4481660938748011
YCR016W,0.7731390863484782,0.5977440468397596
YCR017C,0.5524324852312282,0.3051816507387512
YCR018C,0.6640475356993804,0.4409591296684198
YCR019W,0.4166281538422153,0.17357901857397262
YCR020C,-0.06010836064981507,0.0036130150200082366
YCR020C-A,0.8158050080148138,0.6655378111020505
YCR020W-B,0.8930380056379855,0.7975168795138706
YCR021C,0.879518231159365,0.7735523189416982
YCR023C,0.5150740698007442,0.2653012973811019
YCR024C,0.6145720855762893,0.37769884836958983
YCR024C-A,0.9593780298356259,0.9204062041312872
YCR024C-B,,
YCR026C,0.39231023833911366,0.15390732310569216
YCR027C,0.8039958529257383,0.6464093315217854
YCR028C,0.3922763365306244,0.15388072420188767
YCR028C-A,0.8663838457537241,0.7506209681830127
YCR030C,0.662719054812056,0.4391965456109848
YCR031C,0.9649206349176189,0.9310718316898208
YCR032W,0.48019817087883904,0.2305902833153827
YCR033W,0.7924172606363435,0.6279251149544068
YCR034W,0.5953930177261878,0.3544928455570966
YCR035C,0.7634560025829288,0.582865067879905
YCR036W,0.7372258220070731,0.5435019126340046
YCR037C,0.8535304052253047,0.7285141526440728
YCR038C,0.8921063104840472,0.7958536692054592
YCR039C,,
YCR040W,,
